artTitle,artDate,artTime,artUrl,artPoster,artCat,commentNum,push,boo,sentence
Re:[新聞]邱顯智不挺高虹安「綠畜塔綠班」：不該,2021/09/21,05:55:34,https://www.ptt.cc/bbs/Gossiping/M.1632203736.A.2A9.html,aaaba,Gossiping,70,13,8,"邱顯智會講這番話不意外

倒是民眾黨就不用再裝什麼「第三勢力」了。

民眾黨拋出塔綠班之歌的用意很明顯，

就是激化「二元對立」。

看現在八卦板的推文就很明顯

只有「反塔綠班／塔綠班」兩種分類。

激化二元對立的結果，其實民眾黨、民進黨都能從中受益

對民進黨而言，他是最大黨，激化的結果，就是泛綠票集中流向最大的西瓜

對民眾黨則是能夠壯大聲勢，

使得藍營在2022、2024的選戰，假如不跟白整合就不會贏，

逼得藍營不得不提前與民眾黨磋商整合候選人。

塔綠班之歌，戰術上很不入流，

但戰略上非常成功。"
[問卦]塔綠班可不可以不要再崩潰了,2021/09/21,05:55:36,https://www.ptt.cc/bbs/Gossiping/M.1632203738.A.9D8.html,ll6a,Gossiping,72,27,4,"這梗我以為一個月就差不多了

結果側翼堵腦、美國教授、綠師每過一段時間就把熱度炒起來

求求塔綠班不要再繼續崩潰炒熱度了好嗎



0.0..

"
Re:[爆卦]高虹安對開唱「綠畜塔綠班」回應了,2021/09/21,05:59:31,https://www.ptt.cc/bbs/Gossiping/M.1632203973.A.4D6.html,coffee77,Gossiping,51,16,11,"4%黨的人回應 一點都不讓人意外

在2020 選前 4%黨張姓立委候選人 當時在直播就開口要說關PTT

為何魯叔會如此印象深刻

因為魯叔當時還算滿支持柯P 所以都會看看 他們推出來的人

張主要描述 當時(2020選前）八卦版 都是反4%反藍 反中為主流 認為這是網軍集散地

一直在帶風向 且停止註冊 讓PTT 已沒有其他意見進入 所以關PTT

這事鬧大後 張回應是

別人 斷章取義  抹黑 1450造謠
https://www.facebook.com/1096260013752554/posts/2933278320050705/
如果以張的說法 現在八卦版的主流言論 好像比較偏4%  所以現在要關?


再拉回來 高的言論

有些話 真的取決 自己未來要站的高度 如果要往上爬真的要注意

畢竟柯P成功很大一部份選票是來自綠

現在看來4%只想拿藍的選票 把綠的選票都推掉

重點藍的不一定會投給4% 綠的票一定掉更多

這樣對4%發展不是好事


而失言最多是光頭蘇 現在他算是DPP 敗戰處理者

能投幾投算幾局

或是可以像08奧運 土地公落後八分出來投韓國這樣

從敗戰處理者 投到有勝投的機會 是光頭蘇的希望


引用柯P說過 推倒藍綠高牆  但看來現在只看到推倒綠色

在2024年應可以知道 是改變政治 還是被政治改變
14/18年 沒有綠的 投柯P？你是不是有誤會?
這樣你會對台灣更失望 因為投藍綠的人區多 算是無良的人？

台灣一直都沒有藍綠的問題 只有統獨的問題

柯P選擇一邊 另一邊就會GG

18年很多綠的會投 只是希望他是對統獨問題淡化 但答案不如預期 綠的一定G
泛綠在台北支持率3成5 ~ 4成是保底
覺得這是反串 的話就還好 我覺得4%黨 會盡量拿到選票

拿不到也不要讓他支持對手

至少不要像韓粉般 不要選票就直接說不要這選票

台灣人很講 奇摩子
抱歉噢 魯叔曾算是14年後的外縣市柯粉 在18年看投票看到三點

很多我同溫偏綠都這樣 但現在一個個對柯P 只有...."
Re:[問卦]塔綠班可不可以不要再崩潰了,2021/09/21,06:00:04,https://www.ptt.cc/bbs/Gossiping/M.1632204006.A.8A9.html,dreambreaken,Gossiping,13,5,1,"其實本來已經冷掉了
現在一個集體崩潰又炒熱了
真的笑死
會不會每個月玩一次塔綠斑
XDDDDD
:
"
[問卦]塔綠班到底在爆怒什麼？,2021/09/21,06:01:45,https://www.ptt.cc/bbs/Gossiping/M.1632204107.A.F12.html,asin404,Gossiping,47,21,3,"看看板上和電視上只要有人叫了塔綠班這名字
就會有一群塔綠班出來暴怒
有人知道這些塔綠班到底在暴怒什麼呢？
不過是叫了他們的名子而已啊
塔綠班們到底有什麼好暴怒的？？？XD

"
Re:[爆卦]高虹安對開唱「綠畜塔綠班」回應了,2021/09/21,06:05:41,https://www.ptt.cc/bbs/Gossiping/M.1632204343.A.87A.html,chungrew,Gossiping,31,10,7,"根本不用打囉哩八嗦一堆字

一句話就夠了

自信一點

大方說出來

我高委員就是在罵「綠畜」

怎樣？



她有說「綠畜」確實是客觀事實，

大方承認，完全沒問題。

重點要再強調一次

高虹安大罵「綠畜」

完全不違法！

妨礙名譽必須要指名道姓的罵

但高虹安只是大罵「綠畜」

並沒有點名究竟具體誰是「綠畜」，

所以某些人何必對號入座？



結論是，

高虹安痛罵綠畜，

一切合法，謝謝指教，

或許有些人對號入座會氣得跳腳。

但高虹安罵綠畜，

因為沒有具體點名究竟是講誰綠畜

上法院告她也是不會贏的。

高虹安就算再多罵幾次「綠畜」

也不違法。

大家怎麼看？
"
Re:[新聞]反擊「塔綠班」爭議　高虹安：死800多人時沒看你們這麼,2021/09/21,06:07:47,https://www.ptt.cc/bbs/Gossiping/M.1632204471.A.627.html,keygo,Gossiping,0,0,0,"台灣人很多的

死800多人很重要嗎？

死一個洪仲丘很重要

死一個小燈炮很重要

死一個鄭南榕很重要

差點餓死一個林義雄更重要






但是死一堆韭菜。 那就死吧

齊柏林死了。 然後台灣就瞎了

3+11死了。 那就是運氣不好

打高端死了。那就是本來就有病














聖蟑士只要幫助塔綠班拿政權

其他。誰管你阿

美國來都沒用啦

乖乖吃芒果乾

"
[問卦]塔綠班是新一代dirtyword嗎,2021/09/21,06:08:41,https://www.ptt.cc/bbs/Gossiping/M.1632204523.A.23D.html,aa52189,Gossiping,6,1,0,"假設阿肥有一個女朋友Sakura(25)

皮膚白 奶子跳 還有一雙大長腿

可是家裡是深綠

最近對塔綠班一詞很反感

阿肥跟女友殺炮的時候

不小心脫口而出

塔綠班！

女友氣急敗壞 情緒激動

氣氛一陣緊張 下面也變緊張

一直夾 一直夾 一直夾

阿肥差點死在一雙白嫩玉腿下

但阿肥我食髓知味

以後殺炮必定在女友耳邊輕呼塔綠班

看著女友又羞又急的表情

好不銷魂

塔綠班是不是成為增加情趣的

Dirty word ！

以後邊干女友邊喊塔綠班

這樣是不是很棒！

嘻嘻！


-
Sent from JPTT on my iPhone
"
[問卦]隔壁塔綠班鄰居跑去打高端該怎麼嘲笑,2021/09/21,06:09:09,https://www.ptt.cc/bbs/Gossiping/M.1632204551.A.DF7.html,ios6,Gossiping,46,19,7,"最近發現 我家隔壁的塔綠班鄰居 很高調地說 他要去打高端

我聽了之後 覺得好好笑 想說 要找個好方法來給他好好當面嘲笑他

但是我又想不到什麼好方法

於是乎 就上來問問看 該怎麼嘲笑我那個跑去打高端的塔綠班鄰居？

有沒有八卦呢？
"
Re:[問卦]塔綠班到底在爆怒什麼？,2021/09/21,06:10:10,https://www.ptt.cc/bbs/Gossiping/M.1632204613.A.B22.html,tigotigo,Gossiping,34,11,1,"像綠畜、綠吱這種稱呼

一看就知道在罵人

沒有甚麼諷刺意味

其實不容易被人接受

但是像塔綠班、綠共這種

比較容易記 且有一些詼諧的意味在裡面

拿來做政治宣傳最適合不過

塔綠班當然會急啊

因為當初他們就是創造很多這種名詞把國民黨搞下去的"
Re:[新聞]邱顯智不挺高虹安「綠畜塔綠班」：不該,2021/09/21,06:10:58,https://www.ptt.cc/bbs/Gossiping/M.1632204661.A.7C7.html,nmrfarm,Gossiping,598,269,40,"高虹安這步真的走錯了.

  妳如果覺得蔡英文底下的塔綠斑很G8,那妳應該看看人家為什麼會G8成功.

  民進黨呢,特別是蔡英文,髒水都是側翼潑,然後自己躲遠遠.

  平常就講一些不著邊際的,放狗讓你上駟跟下駟打.


  那妳高虹安跟朱學恆起哄幹嘛.

  妳用起鬨拉高仇恨值,這樣就會讓你天生的得票族群打上天花板,

  這種髒事丟給名嘴弄就好了.


  你就在旁邊裝中立說什麼不要這樣講啦,或者是中性的講一講塔綠斑現象呀,

  或者數一數民進黨之前是怎麼揶揄嘲弄給人取蔑稱呀.

  髒事丟給朱學恆就好了,自己跟著玩幹嘛."
[問卦]921當年為啥土耳其救援隊衝第一???,2021/09/21,06:12:07,https://www.ptt.cc/bbs/Gossiping/M.1632204729.A.1E1.html,k44754,Gossiping,48,24,0,"魯題~~
今天是9月21日
上世紀的鬼島在今日發生驚人天災
世界許多國家都對這小島伸出圓手

震後最先到達台灣的國際救援隊是
米國
日本
新加坡 (塔綠班還整天酸這國)


但是
國際上最先出發的竟然是土耳其!!
AKUT於震後50小時飛抵台灣
也救出受難者
https://i.imgur.com/aV0YxQJ.jpg
https://i.imgur.com/NtQWRyX.jpg
https://i.imgur.com/IWzMkXM.jpg
一個位於中東及歐洲交界
與台灣沒有邦交關係的國家
為啥會對鬼島這麼盡力伸出救援??
(づ′・ω・）づ的
"
[問卦]塔綠班會埋怨美國嗎？,2021/09/21,06:15:10,https://www.ptt.cc/bbs/Gossiping/M.1632204912.A.93F.html,loveran,Gossiping,8,2,1,"餓死抬頭

如果美國今年沒有從阿富漢撤軍

估計也不會有塔綠班的梗

內心會埋怨美國爸爸嗎？

"
[問卦]驚！！原來在場的都是塔綠班？,2021/09/21,06:17:47,https://www.ptt.cc/bbs/Gossiping/M.1632205069.A.134.html,reigon1126,Gossiping,8,2,2,"現在塔綠班已經發展起來了

如果在場的都是塔綠班的話

這樣鄉民就不應該有爭執

也不會有噓文跟謾罵

因為都是自己人阿！！

塔綠班們說對不對？



有沒有八卦？




塔綠班 不分你和我
塔綠班 不分他和她"
Re:[問卦]隔壁塔綠班鄰居跑去打高端該怎麼嘲笑,2021/09/21,06:18:18,https://www.ptt.cc/bbs/Gossiping/M.1632205100.A.4C6.html,unclefucka,Gossiping,10,2,2,"別這樣，人家至少言行一致，要尊重他，怎好嘲笑他呢？


  來個塔綠班國歌吧……

  起來，沒有疫苗的人們！

  用我們的血肉促成針劑高端的長成

  高端股價到了，最危險的時候！

  領導人被迫發出清澄的吼聲，

  起來，起來，起來，

  我們靠817

  冒著猝死的針劑，一劑，

  冒著猝死的針劑，一劑，

  一劑，再一劑！


  不要人家還真的投資高端股票，明天開盤一堆被恆大牽連挫屎

  就它逆勢上漲……


"
Re:[新聞]邱顯智不挺高虹安「綠畜塔綠班」：不該,2021/09/21,06:18:47,https://www.ptt.cc/bbs/Gossiping/M.1632205129.A.7C2.html,outdowave,Gossiping,14,3,0,"會因為塔綠班而生氣的綠畜 本來就不會投高阿
她本來就不必討好這些人


一堆吃屎板來的怎麼一直擔心人家會掉多少票 選不選的上市長
先管好你們自己好嗎 塔綠班
"
Re:[新聞]邱顯智不挺高虹安「綠畜塔綠班」：不該,2021/09/21,06:19:59,https://www.ptt.cc/bbs/Gossiping/M.1632205201.A.D92.html,VVizZ,Gossiping,20,3,3,"顯智怎麼又選錯了
拜託你們要爭的
不是別的
是新竹也
新竹最多的
就是作業員假裝工程師
私立假裝113
幫忙平均年收入的人了
這些人都是阿北粉絲好嗎
不用自己念書
因為阿北已經幫大家考上
台大醫科了
哪像你文組法律系
對社會沒貢獻
連幽默感都沒有了
假道學裝清高
碰到摸奶的猥褻犯
卻不敢斷義割袍
可憐啊
比4%還慘的
就這批了
還是快點叫某人回來選吧
噗喲
"
[問卦]會自稱塔綠班的人,2021/09/21,06:21:56,https://www.ptt.cc/bbs/Gossiping/M.1632205318.A.CB5.html,derekhuang16,Gossiping,14,3,0,"本肥想請問欸 會自稱塔綠班的人，
是能為了國格不要人格？
還是單純盲目支持無腦支持？
-
Sent from JPTT on my iPhone
"
Re:[問卦]共產黨是不是打房都很猛？,2021/09/21,06:24:09,https://www.ptt.cc/bbs/Gossiping/M.1632205452.A.850.html,qaz90427,Gossiping,7,3,0,"你們這些 塔綠斑    顆顆


1.限跌令  是新房的成交價不得低於公開價格的85%

  也就是  至少跌了15%價格

  但是房子賣不出去怎辦?  送阿  送車位  送裝潢  送家具


2.二手房沒有限制  二手房沒有限制

  我住的地方  是2018年價格的七折了

  房價跌  物價也跟著跌  生活品質明顯提升了


現在還要努力打   尤其學區房   直接讓你的房子不能念你想念的學校

順便把老師輪調  最貴的學區房附近的學校都換上剛畢業的老師

這些優質政策

塔綠斑

垃圾塔綠斑  怎可能?

嫁不出去的老女人  沒有家庭的老女人  絕子絕孫的老女人  怎可能懂"
Re:[新聞]高虹安唱「塔綠班」罵綠畜　鄭宏輝：道歉!,2021/09/21,06:24:35,https://www.ptt.cc/bbs/Gossiping/M.1632205477.A.0A2.html,sexygnome,Gossiping,55,21,6,"DPP還是這個老樣子，

喜歡混淆視聽，

我就問整首歌有說誰是綠畜嗎？

有說支持DPP的人都是綠畜嗎？

完全沒有啊，

你們DPP跳出來說是在罵民眾，

啊為什麼不覺得就是在講你們跟側翼？

"
[問卦]塔綠班界的愛馬仕-有搞頭嗎？！,2021/09/21,06:28:27,https://www.ptt.cc/bbs/Gossiping/M.1632205709.A.A26.html,a6334771,Gossiping,9,3,1,"4醬der ~本社會觀察家近期觀察到一顆普通蛋黃酥改叫蛋黃酥界的愛馬仕，身價飆7倍、一顆普通葡萄改叫葡萄界的愛馬仕，一顆可以賣1萬、一位油膩5樓改叫肥宅界的愛馬仕..算了..不忍多說

話說回來，很多名詞後面配上「什麼界的愛馬仕」，質感與觀感都有大幅提升的效果。由於這幾天一首兒歌導致家中長輩氣噗噗要求兒童道歉，我擔心家中長輩高血壓氣太久影響身體，改稱呼長輩們為塔綠班界的愛馬仕是否有助長輩延壽呢？有搞頭嗎？J甘午卦？


-
Sent from JPTT on my iPhone
"
[問卦]新竹芎林往漁港有什好玩?,2021/09/21,06:29:52,https://www.ptt.cc/bbs/Gossiping/M.1632205794.A.B4D.html,zzyyxx77,Gossiping,13,6,1,"如題
體脂14的肥宅
明天想出門晃晃
走走台三之後往芎林到南寮漁港
這附近有什景點阿
不要再塔綠班了
大家來點建議吧
"
[問卦]揪打高端塔綠班聖歌已推出???,2021/09/21,06:30:29,https://www.ptt.cc/bbs/Gossiping/M.1632205832.A.0FE.html,a0921387223,Gossiping,371,303,9,"剛剛在高那邊看人分享的

看來是熱騰騰剛剛推出的阿


完全朗朗上口

而且還很好聽怎麼辦?? 有八卦嗎??"
Re:[新聞]自稱1450塔綠班焦糖嗆高虹安：人可以不,2021/09/21,06:34:00,https://www.ptt.cc/bbs/Gossiping/M.1632206042.A.EC9.html,david0426,Gossiping,8,4,0,"希望大家不要再笑焦糖哥哥了

因為葛格說伊斯蘭教會分辨誰是反串誰不是
https://i.imgur.com/5OiYBC6.png
請大家知道4%黨多low
https://i.imgur.com/NXKXwzG.png
高虹安的學經歷

有焦糖哥哥好嗎？

人家中山大學社科院碩士

高虹安妳什麼學校畢業的？ 柯憐哪
"
[問卦]只准州官喜韓兒，不准百姓塔綠班,2021/09/21,06:34:54,https://www.ptt.cc/bbs/Gossiping/M.1632206096.A.9FB.html,tenen,Gossiping,51,12,4,"最近塔綠班兒歌風風火火的被綠口支口支口誅筆伐的，可是之前的喜韓兒跟柯糞更有侮辱
性質，怎麼不見任何團體跳出來崩潰，有卦否？
是否有專板
本板並非萬能問板
兩則
本看板嚴格禁止政治問卦
未滿30繁體中文字水桶3個月，嚴重者以鬧板論"
Re:[新聞]高虹安唱「塔綠班」罵綠畜　鄭宏輝：道歉!,2021/09/21,06:35:02,https://www.ptt.cc/bbs/Gossiping/M.1632206105.A.4DF.html,scum5566,Gossiping,8,2,0,"我回想7月時...

當初大家恐慌在搶打疫苗殘劑

結果蔡英文的特助洪耀南嗆人民用的是詠春疫苗
https://imgur.com/uz7ocRO
塔綠班有追殺他嗎?

1450、綠蟑螂有叫他道歉嗎?

還是讓他拗一下就過關了?


現在立委唱一下塔綠班，結果一堆側翼就崩潰痛哭

笑死"
Re:[新聞]快訊／嘲諷民進黨「綠畜塔綠班」遭出征,2021/09/21,06:35:20,https://www.ptt.cc/bbs/Gossiping/M.1632206124.A.D2C.html,ejijojo,Gossiping,12,2,0,"真的是很不好

拿一個踐踏女權 獨裁共產

疫苗亂象 拒馬戰車溝通的

恐怖獨裁政府 跟塔利班比較

真的是有夠誇張 哪一點像了？

-
Sent from JPTT on my Sony G8142.
"
Re:[新聞]邱顯智不挺高虹安「綠畜塔綠班」：不該,2021/09/21,06:35:53,https://www.ptt.cc/bbs/Gossiping/M.1632206157.A.A7D.html,kuloda,Gossiping,64,30,6,"請問一下邱顯智大立委
  不知道對喜韓兒這個詞看法如何?
  我好像沒印象你對這個詞表示過意見耶??

  而且我最常看到時代力量的立委整天監督在野黨
  難怪人家要說你們小綠，因為幫民進黨潑髒水嘛

  雖然我不會說時代力量是側翼啦
  不過側翼的行為不就這樣
  整天做側翼的行為，難怪被當成側翼

  時代力量，加油好嗎?
"
[問卦]如何反制塔綠班,2021/09/21,06:40:06,https://www.ptt.cc/bbs/Gossiping/M.1632206408.A.B2E.html,algebraic,Gossiping,22,9,0,"如題
最近塔綠班太猖獗了
即使有很多人為此發聲
甚至還上了新聞
但似乎還是沒有起到很大的效果

該如何反制塔綠班?
有沒有八卦?
"
Re:[新聞]他偷手機遭鞭刑示眾痛到哭吼求饒塔利班,2021/09/21,06:42:34,https://www.ptt.cc/bbs/Gossiping/M.1632206556.A.5DC.html,amilkamilk,Gossiping,2,0,0,"我覺得如果是塔綠班的話
可以用打高端當成對異教徒懲罰
如果是異教徒偷東西
就在手上打高端
如果是異教徒通姦
就把高端打在懶叫上
這樣一定可以殺雞儆猴
"
Re:[問卦]真的存在有效的打房手段嗎,2021/09/21,06:42:41,https://www.ptt.cc/bbs/Gossiping/M.1632206565.A.B7A.html,gerogexpg,Gossiping,4,3,0,"物理打房:

叫支那二砲直接把台北101給抹平。

金融打房:

現在開始，所有房貸只能限貸5成且溯及既往然後利率調升到10%

外交打房:

美國宣布不再提供台灣任何武器裝備，且關閉AIT

化學打房:

出動塔綠班散佈高端病毒。

"
[問卦]塔綠班這麼嚴重？,2021/09/21,06:44:53,https://www.ptt.cc/bbs/Gossiping/M.1632206695.A.0B5.html,werttrew,Gossiping,14,5,2,"民進黨執政以來
台灣一堆議題
新聞媒體、名嘴
裝聾、裝瞎

立委
只會當橡皮圖章

勞權、居住、經濟、能源
環保、食安、防疫

似乎都沒有一句
塔綠班
來得嚴重？



人民之生計安危
韭菜 韭菜

嘲諷政府
罪大惡極


沒事兒
我說的是中國呢


-
Sent from JPTT on my OPPO CPH1919.
"
[問卦]塔綠班之歌紅到大陸去？,2021/09/21,06:45:11,https://www.ptt.cc/bbs/Gossiping/M.1632206713.A.F7F.html,ios6,Gossiping,26,5,7,"我們台灣最近紅了一首歌 就是 塔綠班之歌

人人傳唱 火紅的不得了

我原本以為只是我們台灣在紅

結果上一些對岸的網站

我發現 也有一些大陸的人 也在傳唱塔綠班之歌

想不到 這首歌也紅到大陸去了

真的是很不可思議 想不到塔綠班的臭名 也傳揚到大陸去了

有沒有塔綠班之歌紅到大陸去的八卦呢？
"
Re:[問卦]揪打高端塔綠班聖歌已推出???,2021/09/21,06:45:22,https://www.ptt.cc/bbs/Gossiping/M.1632206724.A.020.html,eatgod002,Gossiping,12,7,0,
Re:[新聞]邱顯智不挺高虹安「綠畜塔綠班」：不該,2021/09/21,06:48:18,https://www.ptt.cc/bbs/Gossiping/M.1632206900.A.FBA.html,k232,Gossiping,37,12,11,"65.htm
笑死

民眾黨也才
4趴支持度
民眾黨以小說來講  就是「西遊記」

整齣戲全部主角  只看孫悟空柯文哲一人

高虹安算是哪根蔥啊在今天之前根本沒聽過

諮詢沒半步  只會唱低俗的歌

這種人還想選新竹市長真的是笑死人

也太看雖小新竹市民了

"
[問卦]B17事件是不是證實鄉民很好操弄,2021/09/21,06:53:27,https://www.ptt.cc/bbs/Gossiping/M.1632207209.A.06C.html,bitch,Gossiping,144,65,11,"大家好 我是PTT的小b哥
管長認證 抬大畢業 職業塔綠斑 法院臥底 網軍公司 職業寫手的跳板鄉民

來幫大家回憶一下 B粉之前是怎麼說這件事的

以往每次看到大B哥發文一定爆

有人質疑 打那麼多真的都會看完嗎

B粉一定怒出征

結果現在被抓包這位B哥可能其實不太熟悉PTT操作

而產生了一些可能是公xx司帳號的疑慮

現在B粉都跑哪去了?

是不是證明了鄉民其實很容易被操弄?

有八卦嗎
"
Re:[新聞]高虹安唱「塔綠班」罵綠畜　鄭宏輝：道歉!,2021/09/21,06:54:14,https://www.ptt.cc/bbs/Gossiping/M.1632207256.A.308.html,affluent,Gossiping,11,4,1,"拜託不要道歉，道歉反而讓我覺得只是演演戲而已，唱塔綠班有指名道姓嗎？憑什麼要別人道歉？你想當塔綠班有人逼你嗎？3+11就沒看到你這麼氣氛，反對萊豬就沒看到你這麼氣氛，滾啦不需要你

-
Sent from JPTT on my iPhone
"
[問卦]4X貓如果去北市府活動唱歌會怎樣？,2021/09/21,06:54:56,https://www.ptt.cc/bbs/Gossiping/M.1632207298.A.B15.html,aaaba,Gossiping,10,3,0,"如題

反串之王4X

之前以數椅子之名，造訪各地大大小小的集會場所

現在數椅子熱度已過。

如果他現在改成到北市府所主辦的活動場合，領唱塔綠班之歌

會帶動全場大合唱嗎？

卦？
"
Re:[問卦]論塔綠班名稱合理性,2021/09/21,06:56:07,https://www.ptt.cc/bbs/Gossiping/M.1632207369.A.65C.html,Daput,Gossiping,81,18,8,"是
想
際
1.台灣執政的塔綠班，是捍衛「台灣價值」的基本教義派，在台灣全國揮舞著抗中保台大
旗的過程中，不乏破壞國土錢沾全國百姓的行為。

想問大家在捍衛塔綠班時，有考慮到台灣人在塔綠班選舉過半完全執政的處境嗎？

腰斬礦業法苦於太魯閣礦場下的原住民呢？
無數吃下受農地工廠影響食物的幼小孩童呢？
流於形式苦於資源回收價格崩盤的底層辛苦人呢？
受軌道延長/地下化政策徵收土地而影響的人呢？
繳納的國家勞健保但被拿去私人炒作，卻承擔破產責任的血汗百姓呢？
因為過勞，即將死在下一次火場，卻沒辦法組工會給自己一點活命的機會的消防員呢？
因為過勞，即將死在下一次飛行事故，卻不知道彈射座椅是否更新的國軍飛官呢？
包含斷橋/台鐵重大事故，因交通系統暴力/設計失當，每年死在交通事故的3000+49人和
他們的破碎家庭呢？
太多太多了，根本罄竹難書...

請有國際觀的塔綠班，看看荷蘭日本等國怎麼對待自己的國民，對「弱勢冷漠」不會是一
個有同理心的人。
我
麼
2..對，別幼稚了，
目前還不是一言堂/目前也還不是文字獄
是因為台灣有PTT

就像成熟的民主國家，法國可以用正常的心來看待諷刺文化，塔綠班可以嗎？還是氣噗噗
的想用資源和影響力來控制輿論？

羅馬不是一天造成的，一言堂也不是

希特勒迫害猶太人時，第一階段利用恐懼來恐嚇國民，第二階段重複謊言的洗腦國 塑造
行為正當性，第三階段才是限制/捕捉/集中營屠殺的行為。

從1450/豐偉認知作戰/到插手公廣董事，塔綠班把第二階段執行的很徹底。你還特別拿出
門左轉的國家來比，就五十步笑百步，自我安慰而已。
唉
在你為塔綠班辯護時，可以再想想上面的兩點嗎？
你口中的無腦人，
很多都曾是恨鐵不成鋼，買貨嫌貨的後悔人

 上報"
[問卦]塔綠班跟水母腦哪個比較嚴重,2021/09/21,07:02:11,https://www.ptt.cc/bbs/Gossiping/M.1632207733.A.464.html,s1032443,Gossiping,10,5,1,"一個是套上最新名詞
一個是諷刺腦袋
我看看好像其實都差不多
所以被說成哪一個形容詞會不爽
還是其實都還好
有沒有掛
-
Sent from JPTT on my iPhone
"
Re:[新聞]邱顯智不挺高虹安「綠畜塔綠班」：不該,2021/09/21,07:03:59,https://www.ptt.cc/bbs/Gossiping/M.1632207841.A.1DF.html,chal,Gossiping,41,6,6,"其實這句話隱含的意思是

你不支持我 你就是畜牲

這些話 支持者互罵是還好

有格調的支持者也不見得會講這種話

但由要被選擇的政治人物來說 就很糟了

我不選擇你 是你政客要檢討才對

怎麼會反而去檢討選民

郭董或柯也支持這種邏輯的話

等於就是說你們不支持我 都是你們的問題

高道歉的話 是保了柯與郭

高不道歉的話 是保了朱宅

這不是高的問題

而是高背後 想要保誰的問題

這是很強的操作

高想邱毅化或蔡正元化嗎

如果這樣 又何必選高學歷的高來當立委呢

選個最會幹樵的黨員來做立委就好了

拖愈久只會愈傷

因為你流血了 鯊魚都聞到了

郭董買五百萬的疫苗

高這招毀了一百萬劑功德值


"
Re:[新聞]高虹安唱「塔綠班」罵綠畜　鄭宏輝：道歉!,2021/09/21,07:04:13,https://www.ptt.cc/bbs/Gossiping/M.1632207855.A.F0F.html,ps124125288,Gossiping,447,214,25,"放心吧，就算高虹安現在道歉也來不及了

塔綠班這三個字，親綠的人看到都會不爽了

更何況高虹安她還是""親口""唱出來

這一下子，仇恨值就吸得更高了

接下來，就看她要如何迎接綠營支持者的怒火了
要別
這麼"
[問卦]塔綠斑會加入CPTPP嗎?,2021/09/21,07:08:42,https://www.ptt.cc/bbs/Gossiping/M.1632208125.A.04F.html,nmrfarm,Gossiping,18,9,0,"as title, 塔綠斑建國沒多久,最需要跟周邊各國建立貿易關係啦.

  這時候,沒有美國加入的CPTPP就應該是很好標地.


  可是塔綠斑到現在都還沒申請動作耶.好奇怪喔,

  是想先等老大哥中國進去後再申請嗎?


  還是因為沒有吃萊豬,所以不能申請呢?
https://udn.com/news/story/9750/5077393
蘇揆：不准進萊豬 怎進CPTPP"
[問卦]不Google說出三個塔綠班宇宙相關的,2021/09/21,07:11:06,https://www.ptt.cc/bbs/Gossiping/M.1632208268.A.ED7.html,XperiaZ6C,Gossiping,9,3,2,"欸欸

我阿肥

自從塔綠班宇宙成行之後

這陣子有稍微消沉一點

不過最近一首歌讓它熱度又上來辣

拿莫

你還記得多少塔綠班宇宙的事？

不Google能說出三個嗎？

卦？
"
Re:[新聞]邱顯智不挺高虹安「綠畜塔綠班」：不該,2021/09/21,07:11:43,https://www.ptt.cc/bbs/Gossiping/M.1632208305.A.BBD.html,CenaC,Gossiping,34,5,2,"這句話所隱含的意思是

民進黨要讓這些塔綠班畜牲佔據發言權

就不要怪別人把塔綠班跟民進黨劃上等號

除非民進黨願意改過自新

跟那群病態支持者切割

否則量體越大只會顯得國家走向越病態

這時候還不對付這些人

他們還以為只要立場不同就能抹黑

難道他們在抹黑別人的時候

你曾經發文指責這些動作是不對的嗎？

好好想想啊！！！





"
[問卦]一直喊塔綠班的是不是在自卑啊,2021/09/21,07:13:23,https://www.ptt.cc/bbs/Gossiping/M.1632208406.A.BEB.html,qweerrt123,Gossiping,145,71,8,"各位好啊

現在八卦版上一直有人在洗塔綠班

但是有沒有可能

其實他們是在羨慕嫉妒塔綠班

因為有堅定的信念與意志

所以在那邊嫉妒

就像小學的時候

奶子最大的女孩子都會被嘲笑

現在意志與信念最堅定的

反而成為眾人的焦點

反正2022大選

海水退了

就會知道誰沒有穿褲子啦"
[問卦]塔綠斑會不會遵守真香定律?,2021/09/21,07:16:08,https://www.ptt.cc/bbs/Gossiping/M.1632208570.A.7D9.html,Borges,Gossiping,2,0,0,"雖然現在塔綠斑對於被叫塔綠斑氣ㄆㄆ
可是塔綠斑的斑中斑 焦糖哥哥 已經先開了第一槍
焦糖:我就是塔綠斑!真香!
這種打不過就加入的精神
這種中國式的阿Q戰鬥方式
是不是很適合塔綠斑呢?

塔綠斑到最後會不會也逃不過真香定律
以後就說 「我們塔綠斑」 「我們塔綠斑執政縣市」 「光榮地加入塔綠斑吧!」
也可在選舉時順勢推出

阿拉花媽Q版玩偶
穆罕清德畫像掛軸
騙神學士信用卡
邁家聯名一卡通
精裝全本堵藍經
塔綠斑也不吃的三隻小豬撲滿

等等周邊
一定能風靡全台 造成搶購熱潮
大發塔綠斑財
"
