text,negative,positive,type
democracynow AnandGopal OfficialDGISPR POTUS JustinTrudeau VP USAmbUN BorisJohnson jeremycorbyn SadiqKhan KingSalman RTErdogan GermanyDiplo SaudiEmbassyUSA MFAChina MFATurkey UKParliament mfarussia UAEmGov EmmanuelMacron AOC IlhanMN wendyrsherman SecDef MOIQatarEn PMusharraf peaceforchange jeremyscahill suhailshaheen1 amnesty amnestyusa AmnestyUK thecaravanindia RanaAyyub RashidaTlaib CoriBush RepPressley abierkhatib sherryontopp hrw RepJayapal RepWatkins elonmusk randizuckerberg Facebook jack Twitter NASA Tesla NewYorker everyone is crying about Kabul which has a total population of 45 million Not long ago I told the world how majority of Afghanisliving outside Kabul real Afghanistan in last 20 years became bigger supporters of AfghanTalibans AS THE WAY AMERICAN TROOPS CARPETBOMBED,0,1,positive
developingpak Pakistan will prosper after its victory in Ghazwa e Hind and will lead the establishment of true Islam in the world PAKvNZ shameonblackcaps New Zealand Taliban Afghanistan Kabul Learn why MuhammadQasimDreams are coming true,0,2,positive
developingpak Pakistan will prosper after its victory in GhazwaeHind and will lead the establishment of true Islam in the world PAKvNZ shameonblackcaps New Zealand Taliban Afghanistan Kabul PakistanZindabad Learn why MuhammadQasimDreams are coming true,0,2,positive
f4fb BkJ0 Hmri Rf20k Lelliyz Sunyk0 eye5k Libra1 DrMk786 AliHN shz787 58Yas Ak09 ub315 J7B0 Pak986 SabaG moonf01 jannatto subhans16 kazmi7771 RaffiMalik3 wasimwrs qunixblogs Sbutt2 Sbutt6 aqsasiddique Pakistan will prosper after its victory in GhazwaeHind and will lead the establishment of true Islam in the world PAKvNZ shameonblackcaps New Zealand Taliban Afghanistan Kabul PakistanZindabad Learn why MuhammadQasimDreams are coming true,0,2,positive
falamb3 BLACKCAPS GovtofPakistan Pakistan will prosper after its victory in GhazwaeHind and will lead the establishment of true Islam in the world PAKvNZ shameonblackcaps New Zealand Taliban Afghanistan Kabul PakistanZindabad Learn why MuhammadQasimDreams are coming true,0,2,positive
fatimakhan8 SahibaEk Pakistan will prosper after its victory in GhazwaeHind and will lead the establishment of true Islam in the world PAKvNZ shameonblackcaps New Zealand Taliban Afghanistan Kabul PakistanZindabad Learn why MuhammadQasimDreams are coming true,0,2,positive
freedom before Taliban now    Afghanistan AfghanistanCrisis AfghanWomen Taliban Kabul women HumanRights Washington usarmy NATO Qatar Turkey Ankara Russia Pakistan India life Children MeToo MeTooMVMT Refugees UNICEF,0,1,positive
iamAhmadshahzad Pakistan will prosper after its victory in Ghazwa e Hind and will lead the establishment of true Islam in the world PAKvNZ shameonblackcaps New Zealand Taliban Afghanistan Kabul Learn why MuhammadQasimDreams are coming true,0,2,positive
iamhmmad1 Pakistan will prosper after its victory in GhazwaeHind and will lead the establishment of true Islam in the world PAKvNZ shameonblackcaps New Zealand Taliban Afghanistan Kabul PakistanZindabad Learn why MuhammadQasimDreams are coming true,0,2,positive
iamshanali Pakistan will prosper after its victory in GhazwaeHind and will lead the establishment of true Islam in the world PAKvNZ shameonblackcaps New Zealand Taliban Afghanistan Kabul Learn why MuhammadQasimDreams are coming true,0,2,positive
icao WFPUNHAS WFP Thanks ICAO icao for the ICAO humanitarian efforts of the first humanitarian flight returning to Kabul by the WFPUNHAS WFPled Humanitarian Air Service is allowing humanitarian workers to reach people in need in Afghanistan,0,1,positive
kabul PanjshirValley AfghansAsOne You are already doing this Keep up the good work Your on the Right Road to freedom AfghanFreedom,0,4,positive
kabul afghanistan my click i want to be in love with you the same way i am in love with the moon with the light shining out of its soul,0,3,positive
kayjay34350 DKCooper2 vkthakur Tokyo Modi rwac48 palepurshankar narendramodo Chopsyturvey IAFMCC adgpi indiannavy 911 china carrier shandong 420m from trumpistan aircraft carrier spratly islands southchinasea REMIND us ROGUE US7thFleet ROGUE usnavy midway ww2 distances LYIN PentagonPresSec GONNA BOOM or WIMPS kabul  21  saigon  75,0,1,positive
kayleighmcenany RyannMcEnany DonaldJTrumpJr We need Trump Thats it thats the tweet Trump2024 AmericaFirst Melania BidenMustGo BidenDisaster FBiden Kabul,0,1,positive
kazmi12 Pakistan will prosper after its victory in GhazwaeHind and will lead the establishment of true Islam in the world PAKvNZ shameonblackcaps New Zealand Taliban Afghanistan Kabul PakistanZindabad Learn why MuhammadQasimDreams are coming true,0,2,positive
kiaHa WeTeamlSP Syed Ali Geelani didnt see the victory of Kashmir By the grace of Allahsoon ImamMahdi will be free Kashmir before GhazwaEHind PTIPetrolBomb FreeAfghanistan FreedomForKashmir PMIKAtSCOSummit Kabul Taliban Afghanistan Haqqani,0,2,positive
ksar charlotte kabul dogs left behind Kabul Small Animal Rescue Shes alive saving dogs I just hope its safe for her and the animals,0,1,positive
loveaman MynationBH SheThePeople Malala Taliban Brothers Women Sisters eagerly waiting for their tons of feminist sistersin Kabul Afganistan Looks like this time payment hasnt reached Where are U hidingDear Malala GretaThunberg HillaryClinton RashidaTlaib IlhanMN RepAOC,0,1,positive
mahdrajput Pakistan will prosper after its victory in Ghazwa e Hind and will lead the establishment of true Islam in the world PAKvNZ shameonblackcaps New Zealand Taliban Afghanistan Kabul Learn why MuhammadQasimDreams are coming true,0,2,positive
mdkgul Pakistan will prosper after its victory in Ghazwa e Hind and will lead the establishment of true Islam in the world PAKvNZ shameonblackcaps New Zealand Taliban Afghanistan Kabul Learn why MuhammadQasimDreams are coming true,0,2,positive
militarydoghandlers via FB shared footage of some of the WORKING dogs that are at kabulairportUsed as part of airport security apparently Dogs look fine BUT very thin No footage of ksar dogs at the airport kabulsmallanimalrescue operationhercules NoPawsLeftBehind peta,0,2,positive
narendramodi BJP4India Pakistan will prosper after its victory in GhazwaeHind and will lead the establishment of true Islam in the world PAKvNZ shameonblackcaps New Zealand Taliban Afghanistan Kabul PakistanZindabad Learn why MuhammadQasimDreams are coming true,0,2,positive
narendramodi Pakistan will prosper after its victory in GhazwaeHind and will lead the establishment of true Islam in the world PAKvNZ shameonblackcaps New Zealand Taliban Afghanistan Kabul PakistanZindabad Learn why MuhammadQasimDreams are coming true,0,4,positive
notsinfenazuk Pakistan will prosper after its victory in Ghazwa e Hind and will lead the establishment of true Islam in the world PAKvNZ shameonblackcaps New Zealand Taliban Afghanistan Kabul Learn why MuhammadQasimDreams are coming true,0,2,positive
nypost The TeaParty is the greatest collection of bullies dimwits and demagogues since The Beer Hall Putsch AfghanistanCrisis Kabul,0,1,positive
payfeng Can they do a conference like this in kabul wearing the same clothes and women sitting in the same hall with men Hypocrisy,0,1,positive
ptidef WeareISPIANS Syed Ali Geelani didnt see the victory of Kashmir By the grace of Allahsoon ImamMahdi will be free Kashmir before GhazwaEHind PTIPetrolBomb FreeAfghanistan FreedomForKashmir PMIKAtSCOSummit Kabul Taliban Afghanistan Haqqani,0,2,positive
right JEEMainResult MetGala2021 WATCH YEONJUN VMAs BBNajia BBNajia6 NamjoonDay cryptocurrencies Messi BiggBossOTT quote wednesdaythought EngineersDay2021 Taliban onstorm Poshmark AMC Airdrops gh HappyEngineersday JEEMain Kabul XRP MyUniverse LFC,0,1,positive
sawerapasha BLACKCAPS AtifUllahKtK Pakistan will prosper after its victory in Ghazwa e Hind and will lead the establishment of true Islam in the world PAKvNZ shameonblackcaps New Zealand Taliban Afghanistan Kabul Learn why MuhammadQasimDreams are coming true,0,2,positive
shaniofficial Pakistan will prosper after its victory in Ghazwa e Hind and will lead the establishment of true Islam in the world PAKvNZ shameonblackcaps New Zealand Taliban Afghanistan Kabul Learn why MuhammadQasimDreams are coming true,0,2,positive
simadwasim Pakistan will prosper after its victory in GhazwaeHind and will lead the establishment of true Islam in the world PAKvNZ shameonblackcaps New Zealand Taliban Afghanistan Kabul Learn why MuhammadQasimDreams are coming true,0,2,positive
tedcruz The TeaParty is the greatest collection of bullies dimwits and demagogues since The Beer Hall Putsch AfghanistanCrisis Kabul,0,1,positive
washingtonpost washingtonpost Joe Bodens Fruit Afghanistan is the second Vietnam Afghanishtan Trump Biden USA Taliban TalibanTerror Afganistan Kabul KabulAiport,0,1,positive
watch Pakistani girl supporting the Taliban against innocent people in Panjshir  But when asked what if the Taliban were to rule over Pakistan she says No I dont want that kabul AfganWomen afghanistan talibans PanjshirValley panjshiri,0,2,positive
yehtuhogaaa Pakistan will prosper after its victory in GhazwaeHind and will lead the establishment of true Islam in the world PAKvNZ shameonblackcaps New Zealand Taliban Afghanistan Kabul PakistanZindabad Learn why MuhammadQasimDreams are coming true,0,2,positive
zakiaafridi Mahnoor750 fatima999 MarwaAf4 DrLima7 DrNaziaSafi JYLeDrian drrbna RoyaMangal RoxanaBahar1 Pakistan will prosper after its victory in GhazwaeHind and will lead the establishment of true Islam in the world PAKvNZ shameonblackcaps New Zealand Taliban Afghanistan Kabul PakistanZindabad Learn why MuhammadQasimDreams are coming true,0,2,positive
zakiaafridi spozhmey HumaSha0 PTIQueen SahibaEk SeemaGhazal7 itxbongi LailaPushtana fatimakhan8 bahminaafghani freshtaalime Pakistan will prosper after its victory in GhazwaeHind and will lead the establishment of true Islam in the world PAKvNZ shameonblackcaps New Zealand Taliban Afghanistan Kabul PakistanZindabad Learn why MuhammadQasimDreams are coming true,0,2,positive
