text,negative,positive,type
The Taliban government is grateful to Pakistan for its assistance to Afghanistan Afganistan AfghanistanCrisis Kabul Violence TaleemSaeTameer TalibanTakeover,1,0,negative
The Taliban have changed the Ministry of Women Affairs to new ministry which is ordering citizens what to do and what not to doaccording the Islam and Sharia law  something to promote virtue and prevent vice Afganistan Kabul Taliban,1,0,negative
The Taliban have denied that one of their top leaders has been killed in a shootout with rivals following rumors about internal splits in the movement nearly a month after its lightning victory over the Westernbacked government in Kabul,4,1,negative
The Taliban have denied that one of their top leaders has been killed in a shootout with rivals following rumours about internal splits in the movement nearly a month after its lightning victory over the Westernbacked government in Kabul Afghanistan,3,1,negative
The Taliban have enough writ to make sure no aerial firing happens in kabul the second time they announced fall of Panjshir but they cant control fighters exercising extrajudicial killings they cant have it both ways12,2,1,negative
The Taliban in Waziristan attack a check post guarded by agents of the Pakistani Army Afghanistan Pakistan Taliban USA PakistanArmy,1,0,negative
The Taliban is a terrorist group And it allowed ISISK to do the bombing near the airport in Kabul,1,0,negative
The Taliban is carrying out reprisal attacks against former soldiers and government workers the UN has been told as video emerged showing the groups fighters forcing young men into car boots in the capital Kabul the Daily Mail reported,1,0,negative
The Taliban is weak which is why they are terrified of women Panjshir PanjshirValley AhmadMassoud Section377 AmrullahSaleh Taliban Afghanistan TalibanTerror StandWithPanjshir SavePanjshir NationalUprising Kabul Kabulairport FreeAfghanistan,2,0,negative
The Taliban murder more Afghans at peaceful protest as resistance to their rule increases across the country Afghanistan Jalalabad Kabul Kandahar Balkh Herat MazareSharif UN Biden EU,2,0,negative
The Taliban that sit in luxury hotels in Doha negotiating with Western Governments arent the same Taliban that have been living in caves are now patrolling streets of Kabul looking for those who they belive are traitors r4today,2,0,negative
The Taliban took over Afghanistan during US4AfghanPeaces peace process His claim that they were suddenly going to negotiate a new government with Kabul surrounded and fighters already in the city is mindless spin They had already won,1,0,negative
The Talibans abduct torture murder the afghan people They evict them from their homes The banks are empty Food runs out Religious police And new resistance groups are formed The Talibans are few and the people many Panjshir Kabul Herat Kandahar Balkh nrf,1,0,negative
The Talibans abrupt return to power has left hundreds of Afghan diplomats overseas in limbo running out of money to keep missions operating fearful for families back home and desperate to secure refuge abroad Afghanistan Diplomacy Kabul Talibans,2,0,negative
The Talibs wanted to replace President Ghani with one of them and Ghani was refusing to accept that Facing criticism himself heres US envoy Khalilzads take on fall of Kabul events in Afghanistan negotiations with Taliban EliseLabott,2,0,negative
The Terrorist Taliban even behead children Can we judge them ny their actions yet Taliban Terrorism Terrorists Afghanistan Panjshir Valley Afghan Women Resistance Pakistan India Kashmir Kabul US USA United States UN Nations SanctionPakistan Ahmad,1,0,negative
The Terrorist Taliban execute man in Southern Afghanistan The poor man prays to God before they kill him Taliban Terrorism Terrorists Afghanistan Panjshir Valley Afghan Women Resistance Pakistan India Kashmir Kabul US USA United States UN Nations,3,0,negative
The US Central Command is still assessing the results of the deadly August 29 Dronestrike in Kabul which was alleged to have killed multiple Afghan civilians the Pentagon said,1,0,negative
The US Central Command is still assessing the results of the deadly August 29 drone strike in Kabul which was alleged to have killed multiple Afghan civilians the Pentagon said,2,0,negative
The US is no longer a superpower Afghanistan punctured them Due to their arrogance they are now trying to attack China from India Afghanistan Kabul IEA Taliban Khorasan Pakistan Kashmir Islamabad India Iran Iraq USA USArmy NATO Europe EU UK Germany Qatar,1,0,negative
The US mistakenly killed an innocent aid worker in a drone strike in Afghanistan the New York Times suggested in an investigation into the countrys final military action of the recently concluded 20year war  CrucialSafety US aidworker Kabul,2,0,negative
The US negotiator on Afghanistan Zalmay Khalilzad said that President Ashraf Ghanis abrupt exit scuttled a deal in which the IEA would hold off entering Kabul and negotiate a political transition,1,0,negative
The US negotiator on Afghanistan has said that former President AshrafGhanis ashrafghani abrupt exit scuttled a deal for the Taliban to hold off entering Kabul and negotiate a political transition The Guardian reported Photo IANS File,1,0,negative
The USA negotiator onAfghanistanhas said that President Ashraf Ghanis abrupt exit scuttled a deal for the Taliban to hold off entering Kabul and negotiate a political transition,1,0,negative
The USnegotiator on Afghanistan has said that former President ashrafghani abrupt exit scuttled a deal for the Talibans to hold off entering Kabul and negotiate a political transition The Guardian reported,1,0,negative
The Union ministry of external affairs said that it would be difficult to say how people would be evacuated from Afghanistan until the Kabul international airport resumes operations,2,0,negative
The bstards at WhiteHouse WashingtonDC who preach human rights to the world nonstop have committed some of the most gruesome HumanRightsViolations around the world over the years That strike in Kabul killed 10 innocents incl 7 children Shame POTUS Afghanistan USA,3,1,negative
The casual brutality of these Talibans against the Afghan people Every lash leads to more resistance Afghanistan Kabul Herat Panjshir Kunduz Ghazni MazareSharif Kandahar Khost,1,1,negative
The day Kabul fall to the hands of Taliban all the NATO USArmy and EU diplomats find Shelter in Pakistan It was safe that day but has security threat now What hypocrite pics from Islamabad airports DictatorMarri,2,1,negative
The dishonest mainstream medias bias is dangerous for our country and makes us look like fools to the rest of the world US Sunday news shows omit that Kabul drone strike killed seven kids,6,1,negative
The fall of Kabul This is happening now Watch and learn,1,0,negative
The father of a Marine killed in the Kabul attack says Biden bristled when he told the president to learn the victims stories,2,0,negative
The first recorded incident of a businessmans kidnapping under the Taliban regime in Kabul City A HinduSikh Afghan businessman BansuriLal was reportedly abducted by unknown gunmen in Kabul City yesterday Sources said he was busy with the medicines import business,1,0,negative
The footballers belonging to the national junior girls team were facing threats from the Taliban due to their involvement in sports Afghanistan Kabul Taliban,1,0,negative
The international community cannot turn a blind eye to the plight of the Afghan people Taliban Afghanistan Kabul UN,2,0,negative
The last post from Marine Sgt Nicole Gee killed in the suicide blast in Kabul Holding a rescued infant I love my job She was only 23 NeverForget RIP,2,1,negative
The memorial procession for 22yearold US Marine Cpl Hunter Lopez one of the 13 American service members killed last month in Kabul Afghanistan passes by the RSO Palm Desert Station Thursday evening,2,0,negative
The one who shoted on and killed all Afghans are now playing at citypark to have his best shot Now they want to achieve their childish aspirations that they did not have in the past Afghanistan Taliban Kabul,2,1,negative
The only thing the Taliban have learnt is how to lie Taliban entered the Czech Republic embassy in Kabul found its alcohol storage falsely claiming it was Salahuddin Rabbanis house Rabbani is a antiTaliban political leader who fled Kabul after the collapse of Ghanis govt,1,0,negative
The people in afghanistan including talibans they peoples all we arethey are all familieschildrensrelation suffers tough times So stop Kabul stop terriosm,1,1,negative
The poet was stopped by Prime Minister Imran Khan Bhai for reciting a critical poem during a business forum in Tajikistan HijabIsObligatory Pakistan Kabul Afghanistan hijab HijabIsObligatory,1,0,negative
The ten innocent civilians killed before the US withdrawl in Kabul including 2toddlers were not the only victims of US troops The movie Battle for Haditha,1,0,negative
The war is not over Mr Hazarmir a former shepherd now begging in the streets of kabul landmines Afganisthan afganistan poverty Photo raulivirtanen,1,0,negative
The widow of Marine Lance Cpl RyleeMcCollum one of 13 US service members who died in the lSISK bombing  Kabuls airport has given birth to a baby girl who will bear her fathers name Shell always know her dad was an American hero Afghanistan,2,1,negative
The widow of US Marine Rylee McCollum killed in the Kabul terror attack gave birth May she always know her father gave the greatest gift to this country Your daughter will grow up learning her daddy was a hero Weve got your watch brother RIP Kabul RyleeMcCollum hero,4,3,negative
The wife of a Marine killed in the Kabul airport bombing gave birth to a baby girl named for her father,2,0,negative
The wife of a fallen US Marine who as killed in the Kabul blast has given birth to the late soldiers daughter RyleeMcCollum who was killed in the Kabul attack had been in Afghanistan a matter of weeks was due home in October ISISKDaesh Breaking,5,0,negative
The world asked What happened in Afganisthan how the country fell to the Taliban  Despite my differences w the Afghani Taliban yet the previous installed corrupted govt has no chance against the mountain warriors Kabul,2,0,negative
The world powers should return Afghanistans frozen assets so that Afghanistan can grow economically Russian President Afghanistan Taliban Kabul,1,0,negative
TheLeadCNN CNN ImamMahdi is staying in East Khorasan He is Muhammad Qasim Everybody should read hiss dreams Quran drzakiranaik AppleEvent Haqqani Pakistan Afghanistan Taliban Kashmir Kabul,1,0,negative
Thecashsqueeze threatens to upend the countrys already battered economy largely dependent on hundreds of millions ofdollarsshipped by the United States to the central bank in Kabul that make their way toAfghans throughbanks,1,0,negative
There are no differences between the Taliban leadership Rumors of differences and clashes are being spread by elements associated with the Ashraf Ghani government Taliban leader Anas Haqqani talks to journalists in Kabul,4,0,negative
There are no differences between the Taliban leadership Rumors of differences and clashes are being spread by elements associated with the Ghani government Taliban leader Anas Haqqani speaks to journalists in Kabul Afghanistan,2,0,negative
There are unconfirmed reports about rocket attack in the north of Kabul City Detailsconfirmation or rejection to come later ISKP or very unlikely NRF could be the prime suspect behind the incident if the IDF attack is confirmed,4,0,negative
There has definitely been a change in the Taliban after 20 yrs Like his predecessor AshrafGhani they have learned to be hypocritical and to lie DivideAfghanistan Afghanistan Panjshir NoToTaliban TalibanTerrorists Pakistan Kabul DoNotTouchMyClothes MetGala,1,1,negative
There have been reports of clashes taking place between Resistance forces and the Taliban in Khaja Ghar district of Takhar province Afghanistan NRF Panjshir Kabul Terrorists,1,0,negative
There is a huge distance between the aspirations of moderate and extreme members of the Taliban Government This interview illustrates that the Haqqani Network are now fully in control of Kabul and are intent on quashing all resistance Jalal here is a Haqqani puppet,2,0,negative
There is an rocket attack on Kabul power plant Lets pray for innocent Kabul people KabulAttack Kabul Afghanistan,1,0,negative
There is even one last message of defiance Fuck you Taliban just know you suck is scrawled on a wall next to a picture of a woman But Taliban fighter Abdulrahman barely gives it a second glance via AFP Kabul Afghanistan,2,0,negative
There is no law when you go to sleep  You see some sharia law when you dreaming and you wake up  Please reason  use your head Kabul Afganistan,1,0,negative
There is now massive protests in Kandahar Afghanistan 2nd largest city app 500km from Kabul The Taliban are demanding civilians give up their homes and other property so that they can enrich themselves as common thieves Resistance Panjshir,1,1,negative
These Monsters have ashamed to humanity Taliban TalibanTerrorists Afghanistan Kabul PANJSHIR,1,0,negative
These Talibanis Taliban not Muslamn or True islam followers i seems how can beat a women  Hope never read quran or its vers properly monsters its seems Harami it seems Kandahar kabul AfganistanWomen Afganistan Panjshir TalibanTerror hrw UNHRC is really care,1,0,negative
These Talibans are liar They want to impose Shariya under the name of Allah But actually they are spreading lies about liquor being found at SalahuddinRabbanis house Afghanistan Kabul,2,0,negative
These images are the markets of despair and goodbye in Kabul  Afghans sell everything they have to eat or because they leave the country They have sprung up all over the Capital since the arrival of the Taliban,1,0,negative
These much weeks of the Taliban into Kabul there has been many defeats to the Western media on all of the fronts it opened to assault over the new governors,1,1,negative
These people are literally defending US Terrorism so they can live comfortably in their mansions in Kabul While the rest of Afghanistan has no food to eat and is tortured killed The Corruption is unrealhow do these people sleep at night Kabul AhmadMassoud Panjshir,3,1,negative
These people are waiting to withdraw money from a bank in Kabul There is no money available to them the International community have a moral obligation to act bcuz they created this mess Afghans dont deserve this,1,0,negative
These women represent 1 elite in Kabul Afghanistan not rural majority You can see on pictures that they have very expensive designer bagsclothes So what does one say The United States should have just dropped a nuclear bomb on Afghanistan when it left Sick and twisted,3,0,negative
They couldnt tell you where New York was or what the World Trade Center Towers were But they understood war fear and loss Kathygannon was in Kabul on 911 2001,2,0,negative
They had been originally due to travel to Qatar where Afghan refugees have been housed at a facility for the 2022 FIFA World Cup but were left stranded after a bomb blast at the Kabul airport on Aug 26 Qatar Pakistan Kabul Taliban,1,0,negative
They will take into account all the available intelligence reporting Theyll take into account video footage subject matter expert analysis interviews per PentagonPresSec Theyll also factor in subsequent media reporting Kabul drone strike,1,0,negative
This Pic from NASA Speaks a Lot Two country got freedom same time One Invested in Terrorism  One Invested in Education and Infrastructure India Pakistan FreeAfghanistan Afghanistan antiterrorism Taliban Kabul ISI Raw,1,1,negative
This area is located to the West of Kabul Airport and has a Hospital Power station and several Govt buildings Afghanistan Taliban Resistance Panjshir,1,0,negative
This is Panjshir Valley how beautiful is this but terrorism converted this Heaven to Hell Panjshir Afghanistan FreeAfghanistan Kabul Taliban vivekbajpai84 PurshottamNews jitendesharma abhisheknilmani,2,1,negative
This is a viral meme in Afghan social media It says that this cover photo is the Afghan version of hit US TV show Prison Break titled here as Escape From Afghanistan Ashraf Ghanis escape has even turned his staunch supporters into his haters Afganistan Taliban Kabul,3,2,negative
This is heartbreaking to say the least I am seeing countless examples of the societys descend into extreme poverty Please dont abandon Afghanistan Kabul,1,0,negative
This is just the beginning of American revenge Of Kabul fall NewZealand,1,0,negative
This is one of the helicopters captured by the Taliban in Panjshir from the Resistance Luckily enough the Resistance fighters took the time to disable it Note the parts underneath it and the front latches broken Afghanistan Kabul,1,1,negative
This isnt a protest This is a crowd of people gathered in front of a bank in Mirwais Maidan Kabul to withdraw cash Afghanistan faces cash crisis and banks are on the brink of collapse HabibKhanT calxandr FreeAfghanistan Kabul SanctionPakistan Taliban,1,0,negative
This video is the reason why ISI out of panic ran to Kabul to meet IEA Exclusive video of the released TTPTaliban released from Afghanistan returning home to Waziristan Momand Bajur You can see locals welcome them Afghanistan Pakistan Waziristan Kabul Taliban TTP,1,0,negative
This was missing during Nawaz Sharif tenure This is why India had gained so much influence and Pakistan was going towards isolation and ultimately BlackList Kabul PakistanStandsWithPMLN PakSuccessfulForeignPolicy ImranKhan IndianDisinfoExposed FakeNews Tajikistan Army,1,1,negative
Those Pashtuns who dont get upset for Afghanistan are the same which dont get upset for their mother Afghanishtan Kabul Pashtun SanctionPakistan,2,0,negative
Those were protesting for their rights in Kabul They should look back and see how the previous regime treated the Afghan women Where were these feminists than When some women were sexually abused in the government offices where were the feminists their protests,2,1,negative
Those who are within the ranks of FC Frontier Corps and participate in the occupation of the oppressed Baloch peopleyou are no longer Pashtun Allah does not love oppressors AfghanistanCrisis Pakistan Taliban TTP IEA Kabul,1,1,negative
Those who says I am from occupiedAfghanistan are puppets and slaves  Shut your mouths and make America great again  Afghanistan kabul Emirates US Taliban peace,2,1,negative
Thousands of prisoners were crammed into a squalid prison to the east of Kabul last month until the Taliban set them free as they closed in on the capital Story by me Afghanistan Kabul prison Taliban,3,1,negative
Thousands of sKandahar people are on the roads a against Taliban These people were told to leave their homes so Taliban can bring their fighters to those After that Kabul was fallen KDR is facing many problems every single daybut all the eyes are on Kabul not other provinces,2,0,negative
Tillis Colleagues Introduce Bill to Designate Taliban As a Foreign Terrorist Organization Direct US Secretary of State to designate illegitimate Islamic Emirate as a state sponsor of terrorism Afghanistan Panjshir Kabul Herat,1,0,negative
Today it is exactly one month since Kabul lost its  It has been exactly on month I lost my  Kabul KabulHasFallen Afghanistan,2,0,negative
Today its been a month since Kabul fell to the Taliban Lifeundertaliban,1,0,negative
Today marks one month since Taliban seized control of Kabul Since then Taliban have Crushed dissent  beaten and shot dead protesters banned peaceful rallies Violently cracked down on free press  beaten tortured reporters Carried out extrajudicial killings of civilians,7,1,negative
Together Islamabad Tehran and Kabul form a constellation of assets that adorn the dragons crown as it triumphantly circles over the tombstone of the Pax Americana it so deeply disdained Yet China would be wise to employ a measure of caution,1,1,negative
TopTrendsWatch SHABAZGIL OfficialDGISPR SyedNasirHShah MuradAliShahPPP CNN EmartIslamiUrdu ShowbizAndNewz FaisalJavedKhan ARYNEWSOFFICIAL fawadchaudhry ImamMahdi is staying in East Khorasan He is Muhammad Qasim Everybody should read hiss dreams Quran drzakiranaik AppleEvent Haqqani Pakistan Afghanistan Taliban Kashmir Kabul,1,0,negative
Totally credible The US occupation of Syria should be over within 12 months The puppet SDF regime will collapse as rapidly as the Kabul regime,1,0,negative
Tragedy Taliban have demolished the historical citadel of Greshk district in Helmand province to make way for building a madrasa and residential area for members of their group Afghanistan kabul UNESCO,1,0,negative
Translated from Persian by Google The Taliban evict dozens of Tajik youths every night and move them to unknown locations kabul panjshir Taliban NoToTaliban,1,0,negative
Trump called the withdrawal probably the most embarrassing thing thats ever happened to our country with 13 US service members killed at the airport in Kabul with less than a week before the pullout Milley China via newsmax,2,1,negative
TusharKN ImamMahdi is staying in East Khorasan He is Muhammad Qasim Everybody should read hiss dreams Quran drzakiranaik AppleEvent BridgeLinx Pakistan Afghanistan Taliban Kashmir Kabul,1,0,negative
Twenty years ago today MagnumPhotos Alex Majoli and I took the road to Kabul with the Northern Alliance Masood had just been killed Taliban were on the run Different world VanityFair henryfingjames,1,0,negative
Two Images of Kids of Afghanistan 1st During the 1970s  80s European culture and Asian ethics 2nd The Dark Ages in Afghanishtan in the 21st Century Iran IsraeliCrimes IsraeliTerrorism USA Talibans Kabul Mossad Hamas Pakistan Taliban Panjshir ISIS,1,0,negative
UK  Armed police arrest married Afghan father 33 in Manchester as a suspected TalibanTerrorist after RAF rescued him from Kabul  DailyMail,1,0,negative
UK GDP falls prompting fear of recession as soaring COVID cases among double vaccinated could weigh on StockMarket  Ftse pared gains on soaring inflation tracking NASDAQ which fell last night as geo political risks in Afghanistan Kabul BidenDisaster weigh,4,2,negative
UN UNHRC give them 1b and they will help alqaede they looking for some protesters University professors social activists Reporters and even Caricaturist Do you think they dont support alqaede Pakistan SanctionPakistan Kabul Taliban,1,1,negative
UPDATE GEOPOLITICAL Stung by Afghan debacle EU forges ahead with security plans calgroups calsaig knowledgeark geopolitical EuropeanUnion Afghanistan Kabul Taliban terrorism UnitedStates military WorldPolitics Government securityforces,1,0,negative
UPDATE The 2nd qatarairways flight donated by Qatar landed in Kabul today carrying lifesaving WHO medical supplies The shipment will cover the urgent health needs of 1 million people in Afghanistan InvestInHumanity,1,0,negative
URGENT  Several rockets reportedly hit Kabul could strike power plant,3,0,negative
URGENT SHARE WITH YOUR LOVED ONES IN Afghanistan Military contact shares of a major operation to kill happening tonight in Kabul in Districts 3 4 6 8 10 13 and 18 LifeUnderTaliban UN UNHRC hrw NATO UNHumanRightsEU cnnbrk BBCBreaking BBCWorld POTUS SecBlinken,2,1,negative
US Afghanistan Pentagon spokesman John Kirby could not confirm exactly who was killed in a drone strike on a highranking Islamic State ISISK member in Kabul,2,0,negative
US Marine wounded in Kabul attack gives eyewitness account,2,0,negative
US Military Investigating Reports Kabul Drone Strike Killed As Many As 10 Civilians,2,0,negative
US Secretary of State SecBlinken says rapid fall of Kabul took US intelligence by surprise and they will investigate why Are you kidding us Sir,1,1,negative
US Secretary of State SecBlinken told the House of Representatives Foreign Affairs Committee that Pakistan has a multiplicity of interests some that are in conflict with ours Pakistan Afghanistan Kabul Taliban,1,0,negative
US drone strike in Kabul killed 10 innocent people including children Why do these misses happen Because we spend billions on modern war tech with an insatiable appetite for ingesting incomplete data to train error prone AI so it cant tell water bottles from explosives,4,1,negative
US killing more people is not a problem as long as it is in the service of spreading faminism and democracy USDroneStrike Kabul,2,0,negative
US soldier threatening Afghan children with pistol The children just smiled back Afghanistan Kabul Taliban,1,1,negative
US troops caused 1 million worth of damage at Kabul airport destroying airport terminal radar system aircraft and vehicles before withdrawing on August 31 says acting head of airport Afghanistan,1,1,negative
USA SecDefs open admission of Pakistans relations with the Taliban and terror groups like Haqqani Network is result of a coup by ISI to capture power in kabul from the peace favouring Doha group of Taliban Tensions to rise as groups realign,2,2,negative
UmairJamal15 AdityaRajKaul AmrullahSaleh2 Indians still trying to digest fall of Kabul,1,0,negative
Unconfirmed reports indicate a 85mm RPG munition struck near Sekurtel checkpoint around 8pm local time Multiple explosions were reported from the areaj including one near the Chamteleh power substation Kabul Afghanistan,1,0,negative
Unconfirmed reports suggest that Lima Amiri an Afghan social media personality has been kidnapped by unknown people in Kabul Talibans TalibanTerrorists Afghanistan AfghanWomen,1,0,negative
Update Afghan media Rockets hit an area in Kabul BREAKING,1,0,negative
Urgent Action Needed Taliban is commiting WarCrimes and EthnicCleansing in Panjshir reporters not being allowed in Will you not condemn these actions JustinTrudeau JustinTrudeau JagmeetSingh theJagmeetSingh erinotoole ErinOToole cdnpol elexn44 VoteNDP Kabul,8,0,negative
Very good Podcast Did PentagonPresSec really think people are that stupid Face with rolling eyes You left these dogs behind Contract military dogs pets will not forget this OperationHercules Afghanistan Kabul,1,1,negative
Very good Podcast Did PentagonPresSec really think people are that stupid You left these dogs behind Contract military dogs pets will not forget this OperationHercules Afghanistan AfghanistanCrisis Kabul Biden,1,1,negative
Very informative article SaudiArabia while maintaining some contacts with Taliban rightly prefers a very cautious approach Meanwhile any Kabul government influenced by Tehran or with AlQaeda connections will be pariah to Riyadh and many others,1,1,negative
VictrixLegio cnni ImranKhanPTI BeckyCNN Pakistan has only advocated for democratic right of Afghans to have an occupationfree Afghanistan Just coz deep state of US got its butt kicked in Kabul as a sequelae of its misadventures for last few decades stop trying to blame Pakistan that sacrificed 100000 martyrs,1,1,negative
Video shows MullahBaradar talks abt conflict in between Taliban he refused conflict but he told that he didnt knew abt Qatar s fm s visiting to KabulAfghanistan He tells I was not injured nor murdered but he seems to be under arrest but hes in Qandahar,3,0,negative
Vietnamese disgusted by the fall of Kabul and Saigon comparisons considering it disrespect to Vietcong fighters including women who Vietcong respected and included in the government And they didnt carry out any largescale attacks on civilians or displaced them,8,2,negative
WAR CRIME Yesterday in Andarab district the Taliban murderers shot a doctor named Ashraf his wife as well as the son of one of the elders of Andarab named Modirullah to instll fear and in reprisal for attacks on them Afghanistan Kabul Resistance Panjshir,4,1,negative
WAR CRIMES There are reports of entire families being massacred in Badghis Province in W Afghanistan Some reports suggest that there are also many mass graves Taliban Kabul Panjshir NRF Resistance WarCrimes,1,0,negative
WAR CRIMES There are unfortunately going to be a lot of mass graves in Afghanistan Whenever the Taliban searches and abducts someone they usually end up dead They are now rounding up anyone who not like them normal to basically kill them Kabul Panjshir Resistance,3,1,negative
WATCH In a makeshift training centre at Kabul airport dozens of dogs that were left behind during last months chaotic evacuations from Afghanistan have found a new home  and new handlers,1,0,negative
WIONews SaroyaHem Australiyas condition will become like that of Afghanistan after making treaty with enemy  USA ditches the world could see fall of Kabul  Why USA creates this mess everywhere on globe  Thereafter Biden will duct a few drops to wind all up Dont get into his promises,2,1,negative
WWE SamStokerPD LewisHowleyPD ImamMahdi is staying in East Khorasan He is Muhammad Qasim Everybody should read hiss dreams Quran drzakiranaik AppleEvent Haqqani Pakistani Afghanistan Taliban Kashmir Kabul CNN,1,0,negative
Wary of its impactpost Pak engineeredJoeBiden facilitated Kabul fall to Pak stooge Taliban coalition against panislamism led terror infested Wahhabi expansionist agenda taking shape in Tajikistan on the SCO sidelines likely India leads the way SanctionPakisan,3,3,negative
WaseemBadami ImamMahdi is staying in East Khorasan He is Muhammad Qasim Everybody should read hiss dreams Quran drzakiranaik AppleEvent BridgeLinx iPhone 13 AFR Kabul,1,0,negative
Watch out this image which shows a veiled man at a gathering of women in Afghanishtan has been photoshopped The original photo on the right was taken during a protest by about 300 women at Kabul University on Saturday September 11,1,1,negative
We Didnt Know What Was The Real CircumstancesWhen  Was Hijcked We Realized  As Sectarian Bases But Fall Of Kabul is At Front Of Us With Fully Aware Mind Know How Its Sold,1,0,negative
We are all United Taliban deny reports of rifts within leadership Afghanistan Kabul Kabul2021 Talibans TalibanTakeover Taliban DTD,1,0,negative
We are honoured to be joined now direct from Kabul by Irish native Mary Ellen McGroarty of WFP to hear about the current situation in the AfghanistanCrisis covering the issues of humanitarian needs drought trauma and medical needs as a result of the conflict,3,0,negative
We brushed the dust off the children from Kabul One child was wearing clothes with blood on The first days we had no answer to give the children when they asked where are mom dad It was so sad Norwegians  Afghanistan 2008 Aug 2021,2,0,negative
We made it My new track Kabul reached SpinninRecords Top 100 A tribute to victims of international intervention civil war and terrorism in Afghanistan across the 21st century music newmusic avantgarde experimental piano electronic,1,1,negative
We need to tell that world that why we couldnt do more bc the US didnt tell India to stay off  stay back as promised to Musharaf in 2001 In fact US fully backed Indian terrorism PanjshirValley SanctionPakistan Balochistan ImranKhan AmarullahSaleh Kabul Taliban,1,0,negative
We only see less than 001 of the atrocities they commit Taliban Terrorism Terrorists Afghanistan Panjshir Valley Afghan Women Resistance Pakistan India Kashmir Kabul US USA United States UN Nations SanctionPakistan Ahmad Massoud Amrullah Saleh NRF,1,0,negative
We wish to continue with this cooperation in order to resume as soon as conditions permit our evacuation operations from Kabul of French Afghans threatened because they share values with us X JYLeDrian,1,0,negative
Went to an informal market in Kabul where scores of people selling personal possessions It wasnt there four weeks ago when Taliban took the city All I spoke to had same story Lost jobs no money struggling to feed families as food prices rocket,1,0,negative
Western countries communications on Afghanistan have been a mess since the fall of Kabul says nouripour The country is set to face three types of wars V with the West as mere onlookers,2,0,negative
Weve seen a missing persons reports about a reported Indian national BansuriLal missing in Kabul Were in touch with all concerned Weve seen reports about local authorities undertaking investigation Well continue to monitor situation tell you of any developments MEA,3,1,negative
What 5 decades of war brought to Afghanistan Once a prosperous country in 60s Soviets decided to make it what eventually became the last battle of the Cold war Doing so they destroyed a nation Kabul Taliban,2,1,negative
What I want to know about ISISK is how they were able to avoid all checkpoints in the Kabul but havent been able to hit their sworn enemies Taliban and AlQaeda during advertised military parades Thats Odd Wake up America AfghanHostageCrisis,1,0,negative
What happened in Kabul on 15th August was not just fault of JoeBiden It was the collective fault of every POTUS India happy It was treason against US,3,0,negative
What we know about the Kabul airport attack that killed US troops ISISK claimed responsibility for the p airport Kabul,2,0,negative
Whats Pakistans strategy about these growing attacks by TTP Nothing The state has been reminded again and again by PTM and political parties about this growing threat but its priority is share for its boys in Kabul not the killing spree here,3,0,negative
When the Taliban returned to power this August she headed not to the airport but to work She decided to remain in Kabul to test the claims of the new rulers that this time they will not sideline and demean half the population SerajMahbouba,1,1,negative
Where is MullahBaradar A group of journalists reached Kandahar to investigate the disappearance of senior Talibal official Allegedly he was wounded in a clash between the group elders in Kabul,2,0,negative
Where once there was an empty street in Kabul now people sell their household goods either because theyre fleeing or because they need money Afghanistan is a country in crisis Proud that UNICEF is here to support women children as the humanitarian plight worsens,3,3,negative
While walking on the streets of Kabul ones heart bleeds every single morning when you see people selling their hardearned belongings Were we supposed to be at this point after dreamingworking tirelessly for 20 years Afghans are at the pick of disappointment Afghanistan,2,0,negative
Why Twitter have to mention I am using Iphone or Android or PC etc what is the benefit jack Dear jack TwitterSafety Could you please turn this feature off for Afghanistan please Thank you AfghanistanCrisis Afghanistan Taliban Kabul,2,2,negative
Wife US Marine killed in Kabul gives birth to girl named after father,1,0,negative
Wife of USMarine RyleeMcCollum killed in Kabul gives birth to baby girl USMC Afghanistan,1,0,negative
Will someone from the mediaworld examine this video This video may prove to be more explosive as well as implosive than the sudden fall of Kabul HumanityAtLarge,1,1,negative
WillRuger GregJaffe JasonKDempsey AFGspecific variables Do you think maybe Almost no one in Washington advised a AFG military suitable to Afghanistan rather the US model Also failed along w Kabul gov to build to match the enormous size went,1,0,negative
With foreign funds frozen in Afghanistan aid groups struggle to help those in need World Afghanistan AfghanistanCrisis AfghanistanForeignAid AfghanistanForeignFunds Kabul Taliban TalibanTakeover,1,0,negative
Women and Hazara in Afghanistan Face Heightened Risk of Mass Atrocities After Taliban Takeover United States Holocaust Memorial Museum HumanRights AfghanistanCrisis Kabul TalibanTakeover Taliban PANJSHIR,1,0,negative
Would AlQaeda reclaim old favorite addresses in downtown Kabul and Jalalabad But Osama is dead Mr Biden would exclaim Or shout,1,1,negative
Wrong to blame Afghans for Taliban takeover of Kabul Americans completely failed to appreciate the culture and complexity of Afghanistan,4,0,negative
Wrong to blame Afghans for Taliban takeover of Kabul Americans completely failed to appreciate the culture and complexity of Afghanistan Sajjad Ashraf former diplomat opines in gulfnews,4,0,negative
YaAliMadad ImamMahdi is staying in East Khorasan He is Muhammad Qasim Everybody should read hiss dreams Quran drzakiranaik AppleEvent Haqqani Pakistan Afghanistan Taliban Kashmir Kabul,1,0,negative
You can see the changes Afghan women go from wearing suits to wearing burkas 1 month since the fall of Kabul,1,0,negative
You know education if you make the most of it you study hard you do your homework and you make an effort to be smart you can do well If you dont you get stuck in Iraq  Senator John Kerry D October 30 2006 Afghanistan Kabul Biden See a trend here with Liberals,2,2,negative
You know what I had a problem with The war  the war in Afghanistan FreeAfghanistan Kabulairport saveafganistan,1,0,negative
